elapsed_time(s),inner_steps,pdcp_iterations,outer_steps,pd_gap
1.30972,194866,194866,1061,0.00030743152225438594
1.31469,195858,195858,1071,0.0003044146709653972
1.31946,196827,196827,1081,0.00030121704466191425
1.32493,197793,197793,1091,0.0002981128126488281
1.32983,198788,198788,1101,0.00029526890449507043
1.33463,199762,199762,1111,0.00029262381768524644
1.3401,200734,200734,1121,0.00028994220309116504
1.34501,201735,201735,1131,0.0002871044915117166
1.34985,202722,202722,1141,0.00028461874147401797
1.35444,203659,203659,1151,0.0002833068585500892
1.35977,204614,204614,1161,0.0002818689240824523
1.36459,205598,205598,1171,0.00028032116289441675
1.36935,206570,206570,1181,0.0002787042003254119
1.37412,207543,207543,1191,0.00027708942628872774
1.37958,208486,208486,1201,0.00027561306353006236
1.38442,209464,209464,1211,0.0002740128942615074
1.38907,210415,210415,1221,0.0002723438948403715
1.39427,211354,211354,1231,0.00027056045457019874
1.39879,212277,212277,1241,0.0002691381274015723
1.40344,213227,213227,1251,0.00026791342078020045
1.40802,214165,214165,1261,0.00026665739381370734
1.41325,215113,215113,1271,0.0002652706171670533
1.41774,216028,216028,1281,0.0002639022969471456
1.42221,216939,216939,1291,0.00026255393882876343
1.4267,217856,217856,1301,0.00026109148212171036
1.43185,218781,218781,1311,0.00025961956240395934
1.43636,219698,219698,1321,0.0002579792115920236
1.44097,220639,220639,1331,0.0002564694342010142
1.44545,221558,221558,1341,0.00025558132734426406
1.45047,222457,222457,1351,0.0002546232445717056
1.45503,223391,223391,1361,0.0002536338782988274
1.45955,224313,224313,1371,0.00025286693721959796
1.46471,225241,225241,1381,0.0002520512043949867
1.46905,226128,226128,1391,0.0002511560039402238
1.47345,227025,227025,1401,0.0002504813724250911
1.4781,227978,227978,1411,0.00024983718844362457
1.48309,228868,228868,1421,0.0002491758482104107
1.48752,229774,229774,1431,0.0002485295938778106
1.49186,230660,230660,1441,0.00024767673374401396
1.49627,231565,231565,1451,0.00024677180206727177
1.50116,232443,232443,1461,0.00024574808759142766
1.50533,233294,233294,1471,0.000244735056016453
1.50948,234140,234140,1481,0.0002436248056367947
1.51386,235035,235035,1491,0.0002424023427036251
1.5188,235907,235907,1501,0.00024111525366249907
1.52313,236794,236794,1511,0.00023976392650288184
1.52732,237651,237651,1521,0.00023828757785367138
1.53156,238518,238518,1531,0.0002367537560132027
1.53648,239398,239398,1541,0.00023516886280060267
1.54072,240267,240267,1551,0.00023350999998206397
1.54497,241139,241139,1561,0.00023174453310607392
1.54927,242012,242012,1571,0.00022993548546454065
1.55417,242886,242886,1581,0.00022806959989072652
1.5584,243752,243752,1591,0.00022614677254363322
1.56274,244642,244642,1601,0.00022423658974815054
1.56691,245493,245493,1611,0.0002222369344920521
1.57174,246354,246354,1621,0.0002202044242326992
1.576,247216,247216,1631,0.00021836658993596748
1.58019,248059,248059,1641,0.00021655907059329495
1.5843,248889,248889,1651,0.00021482810712026255
1.58932,249751,249751,1661,0.00021311615285445756
1.59363,250623,250623,1671,0.00021163688755842895
1.59784,251478,251478,1681,0.00021045111946896462
1.60203,252331,252331,1691,0.00020928604923561508
1.60611,253160,253160,1701,0.00020813077048366727
1.61089,253986,253986,1711,0.00020694764829592462
1.61493,254797,254797,1721,0.00020577045332620392
1.61903,255621,255621,1731,0.00020454687774629395
1.62313,256454,256454,1741,0.00020339578364811026
1.62788,257273,257273,1751,0.00020218248992704899
1.63206,258116,258116,1761,0.00020111034147702635
1.63615,258946,258946,1771,0.0002001285425385635
1.64019,259770,259770,1781,0.000199539017244333
1.64491,260594,260594,1791,0.0001989608529028939
1.64892,261401,261401,1801,0.00019832439709899924
1.65298,262225,262225,1811,0.0001976954653588152
1.65708,263061,263061,1821,0.00019706831019442213
1.66173,263865,263865,1831,0.00019637499441131807
1.66571,264662,264662,1841,0.00019572010153505286
1.66958,265439,265439,1851,0.00019505521013636444
1.67361,266245,266245,1861,0.00019443774489235136
1.67772,267061,267061,1871,0.00019398002171975258
1.68243,267886,267886,1881,0.00019344457237607977
1.68645,268702,268702,1891,0.00019310774893288585
1.69034,269482,269482,1901,0.0001929357803249921
1.69432,270287,270287,1911,0.00019276067124560092
1.69878,271059,271059,1921,0.00019252516278332223
1.70279,271867,271867,1931,0.00019225502964145477
1.70666,272656,272656,1941,0.00019192946376064834
1.71063,273451,273451,1951,0.00019165954503771662
1.71527,274244,274244,1961,0.0001913627316547286
1.71916,275025,275025,1971,0.00019103701467438304
1.72317,275837,275837,1981,0.0001907117117963108
1.7272,276640,276640,1991,0.00019035825403578878
1.73109,277424,277424,2001,0.0001899567509419664
1.73567,278228,278228,2011,0.00018952291499058083
1.73937,278978,278978,2021,0.00018905923290359408
1.74319,279752,279752,2031,0.00018869186217219773
1.74693,280515,280515,2041,0.00018837260338029453
1.75145,281292,281292,2051,0.00018802386910899554
1.75532,282069,282069,2061,0.00018765169675363617
1.75915,282834,282834,2071,0.00018718786778646433
1.76301,283606,283606,2081,0.00018672188770861922
1.76685,284386,284386,2091,0.00018620548128423474
1.77119,285156,285156,2101,0.00018566498247443199
1.77483,285897,285897,2111,0.00018516206820651943
1.77859,286651,286651,2121,0.0001845624652759715
1.78238,287426,287426,2131,0.00018396233131709634
1.78604,288174,288174,2141,0.0001832917327014398
1.79043,288951,288951,2151,0.00018259418047005677
1.79423,289719,289719,2161,0.0001818646001045636
1.79806,290494,290494,2171,0.00018110544781497345
1.80177,291242,291242,2181,0.0001802966245335741
1.80617,292010,292010,2191,0.00017945513131327126
1.81001,292773,292773,2201,0.00017857549523991878
1.81372,293518,293518,2211,0.0001776661825857069
1.81743,294263,294263,2221,0.00017675003733650697
1.82117,295023,295023,2231,0.0001757378991653416
1.82564,295802,295802,2241,0.00017475681226658546
1.82944,296576,296576,2251,0.00017369993792306151
1.83306,297302,297302,2261,0.00017263728939758208
1.8367,298042,298042,2271,0.00017154726693512784
1.84092,298778,298778,2281,0.00017042136232980204
1.84454,299514,299514,2291,0.0001695222309860741
1.84839,300286,300286,2301,0.00016866216345750099
1.85208,301040,301040,2311,0.00016772643486196413
1.85568,301764,301764,2321,0.00016679310423050805
1.85988,302481,302481,2331,0.0001658188872347005
1.86339,303189,303189,2341,0.000164818523950519
1.867,303913,303913,2351,0.00016379387622536198
1.87047,304613,304613,2361,0.00016274623688564138
1.87411,305356,305356,2371,0.00016172682933752146
1.87842,306101,306101,2381,0.00016069616684302908
1.88206,306825,306825,2391,0.00015992651790499787
1.88563,307553,307553,2401,0.00015918720294277183
1.88924,308286,308286,2411,0.00015844744785782627
1.89277,309001,309001,2421,0.000157716520576388
1.89694,309724,309724,2431,0.00015692615185480992
1.90047,310430,310430,2441,0.00015631590647594007
1.90413,311175,311175,2451,0.00015580663111044134
1.90778,311915,311915,2461,0.00015534858826864173
1.91132,312635,312635,2471,0.00015483952050395454
1.91545,313345,313345,2481,0.00015429548860800002
1.91887,314038,314038,2491,0.00015372870284777358
1.92234,314742,314742,2501,0.00015312849831929272
1.92587,315457,315457,2511,0.00015252335210657296
1.92932,316158,316158,2521,0.00015187732813498438
1.9335,316869,316869,2531,0.00015122052049871063
1.93691,317557,317557,2541,0.00015057976001282315
1.94054,318291,318291,2551,0.0001499786084172717
1.94406,318994,318994,2561,0.00014931231636037753
1.94823,319689,319689,2571,0.0001486623529260954
1.95172,320383,320383,2581,0.00014793807541629497
1.95532,321097,321097,2591,0.00014716535961177904
1.95885,321797,321797,2601,0.00014641328352010125
1.96228,322492,322492,2611,0.0001456982947304758
1.96641,323190,323190,2621,0.00014516793818422288
1.96983,323884,323884,2631,0.00014458160230486523
1.97325,324581,324581,2641,0.0001440104852729069
1.97656,325252,325252,2651,0.00014335322982431467
1.9801,325970,325970,2661,0.00014268864642225793
1.98423,326675,326675,2671,0.0001420296685295981
1.98757,327356,327356,2681,0.00014130396698041822
1.99096,328045,328045,2691,0.0001405749283315081
1.99425,328711,328711,2701,0.00013989090876614756
1.99779,329427,329427,2711,0.0001391733411305763
2.00113,330108,330108,2721,0.00013846738450284599
2.00511,330793,330793,2731,0.00013774243161692942
2.00854,331493,331493,2741,0.00013726394530436982
2.01217,332188,332188,2751,0.00013685781957680117
2.01557,332862,332862,2761,0.0001364444813776195
2.01888,333536,333536,2771,0.0001359762753159726
2.02294,334233,334233,2781,0.00013548476122300993
2.02615,334887,334887,2791,0.00013497604287451316
2.02954,335576,335576,2801,0.00013442762072990964
2.03291,336241,336241,2811,0.00013387754930181336
2.03624,336917,336917,2821,0.00013339268213749013
2.04027,337604,337604,2831,0.00013314936512748808
2.04358,338273,338273,2841,0.00013304333825223807
2.04686,338937,338937,2851,0.00013292027831308083
2.05016,339589,339589,2861,0.00013280247927817575
2.05342,340245,340245,2871,0.00013263862138417244
2.05747,340926,340926,2881,0.0001324345777878235
2.06102,341623,341623,2891,0.00013222678110202599
2.06437,342279,342279,2901,0.00013199910007827623
2.06766,342945,342945,2911,0.0001317424565442961
2.07098,343613,343613,2921,0.00013144594363164765
2.07484,344254,344254,2931,0.00013140931420502037
2.07809,344912,344912,2941,0.00013147587898641212
2.0814,345583,345583,2951,0.00013152730622805094
2.0846,346230,346230,2961,0.00013154336286841373
2.08783,346884,346884,2971,0.00013153698970462015
2.09107,347544,347544,2981,0.00013149934682939526
2.09485,348184,348184,2991,0.00013143761266073105
2.09812,348846,348846,3001,0.00013138764103645673
2.10134,349498,349498,3011,0.00013130769759514202
2.10443,350123,350123,3021,0.00013137414833931486
2.10765,350775,350775,3031,0.00013140060188493279
2.11143,351406,351406,3041,0.00013141681568018537
2.11456,352037,352037,3051,0.0001314318098667583
2.11769,352667,352667,3061,0.00013145432897771446
2.1208,353293,353293,3071,0.000131422621007354
2.12392,353924,353924,3081,0.00013136962999056243
2.12792,354590,354590,3091,0.0001313083510858619
2.13112,355235,355235,3101,0.00013122836751636863
2.13434,355885,355885,3111,0.00013111324034017872
2.13752,356531,356531,3121,0.00013093348916403888
2.1408,357196,357196,3131,0.0001307470957544951
2.14407,357859,357859,3141,0.00013055666546239741
2.14789,358505,358505,3151,0.00013048430436355708
2.1512,359175,359175,3161,0.0001304722250118802
2.15449,359843,359843,3171,0.00013044478056534366
2.15766,360484,360484,3181,0.00013036444941825
2.16077,361114,361114,3191,0.0001303087438516027
2.16458,361761,361761,3201,0.0001302090098150941
2.16776,362406,362406,3211,0.00013010200649198403
2.17104,363070,363070,3221,0.00012997907750326478
2.1742,363712,363712,3231,0.00012989163683454347
2.17734,364349,364349,3241,0.00012972015475074157
2.18112,364998,364998,3251,0.00012955301784610927
2.18434,365654,365654,3261,0.00012935325934355577
2.18753,366303,366303,3271,0.00012912699390151341
2.19069,366943,366943,3281,0.00012892190534492982
2.19364,367542,367542,3291,0.0001287523306432968
2.19664,368149,368149,3301,0.0001285276510184074
2.20029,368769,368769,3311,0.00012829287498532585
2.20339,369400,369400,3321,0.0001280223189484668
2.20653,370038,370038,3331,0.00012771904721047868
2.20956,370653,370653,3341,0.00012741793545606797
2.21261,371270,371270,3351,0.00012713081029941918
2.21578,371915,371915,3361,0.00012680244741999393
2.21949,372553,372553,3371,0.0001264637521772305
2.22258,373179,373179,3381,0.0001261075070709359
2.22567,373808,373808,3391,0.00012575412663561568
2.22877,374437,374437,3401,0.00012536106957657632
2.23176,375042,375042,3411,0.00012499206705702745
2.23534,375649,375649,3421,0.0001245834298093211
2.23836,376262,376262,3431,0.00012415976463398676
2.24146,376892,376892,3441,0.00012378478344324088
2.24453,377515,377515,3451,0.00012351464947163437
2.24759,378137,378137,3461,0.0001232201024788885
2.25074,378757,378757,3471,0.00012290160527885473
2.25437,379372,379372,3481,0.0001225753543431362
2.25752,380007,380007,3491,0.00012222451977936602
2.26058,380625,380625,3501,0.00012199218097048298
2.2636,381230,381230,3511,0.00012185642631683778
2.26668,381843,381843,3521,0.00012170182878357312
2.27043,382471,382471,3531,0.00012153010271821925
2.27342,383077,383077,3541,0.00012137835071471606
2.27656,383708,383708,3551,0.00012123627627215298
2.27962,384325,384325,3561,0.00012109277969449099
2.28274,384938,384938,3571,0.00012091147361699243
2.28583,385557,385557,3581,0.00012074563344945978
2.28949,386178,386178,3591,0.00012059199136533853
2.29246,386776,386776,3601,0.00012044104946846643
2.29536,387362,387362,3611,0.00012023988235589436
2.29849,387989,387989,3621,0.00012006697019178135
2.30147,388592,388592,3631,0.00011986768660844638
2.30446,389197,389197,3641,0.00011964498644584202
2.30824,389840,389840,3651,0.00011942326365507565
2.31132,390455,390455,3661,0.00011916247795450315
2.31433,391057,391057,3671,0.0001188982282735191
2.31732,391659,391659,3681,0.00011861611442932213
2.32038,392276,392276,3691,0.00011834180485987764
2.32416,392891,392891,3701,0.00011816960538417638
2.32713,393487,393487,3711,0.00011799476204811185
2.33011,394087,394087,3721,0.00011779897423217812
2.33325,394712,394712,3731,0.00011757993542556994
2.33626,395323,395323,3741,0.00011760607603004437
2.33914,395903,395903,3751,0.00011764525769038074
2.34283,396510,396510,3761,0.00011771416239481254
2.34577,397101,397101,3771,0.0001177843233807381
2.34877,397704,397704,3781,0.00011778936244142939
2.35167,398291,398291,3791,0.00011785092290491836
2.35467,398897,398897,3801,0.00011796678024107547
2.35759,399485,399485,3811,0.00011807529040862123
2.36123,400086,400086,3821,0.00011817078941249795
2.36421,400686,400686,3831,0.00011827659923592353
2.36716,401284,401284,3841,0.00011834869870010895
2.37008,401873,401873,3851,0.00011839902911479558
2.37295,402453,402453,3861,0.00011841102876866509
2.37588,403045,403045,3871,0.00011842906052612553
2.37943,403633,403633,3881,0.0001184193173562522
2.38242,404221,404221,3891,0.00011839037593630759
2.38541,404821,404821,3901,0.00011833642696876603
2.3883,405400,405400,3911,0.00011830473490336002
2.39125,405997,405997,3921,0.00011825824124863174
2.39418,406587,406587,3931,0.00011817805993413755
2.39773,407177,407177,3941,0.00011812478268989103
2.40062,407758,407758,3951,0.00011809416135254679
2.40357,408355,408355,3961,0.00011814157145146817
2.40644,408934,408934,3971,0.0001181529089703294
2.40928,409508,409508,3981,0.00011815266019433827
2.41221,410101,410101,3991,0.00011814192900730901
2.4158,410694,410694,4001,0.00011811781358280447
2.41873,411285,411285,4011,0.00011804072677422742
2.42167,411885,411885,4021,0.00011794403452401563
2.42452,412461,412461,4031,0.00011782631319323146
2.42754,413071,413071,4041,0.00011768582394947394
2.43043,413658,413658,4051,0.00011759033391173755
2.43401,414249,414249,4061,0.00011752390829386852
2.43684,414820,414820,4071,0.00011746330161745665
2.43967,415393,415393,4081,0.00011737226880839495
2.44259,415984,415984,4091,0.00011726069030546307
2.44551,416573,416573,4101,0.00011715438805592025
2.44836,417148,417148,4111,0.00011699782202542752
2.45184,417716,417716,4121,0.00011685965341530664
2.45465,418286,418286,4131,0.00011668030066133706
2.45746,418854,418854,4141,0.00011649389036793092
2.46025,419420,419420,4151,0.0001162670661376524
2.46314,420004,420004,4161,0.0001160561467653462
2.46599,420581,420581,4171,0.00011578738648775587
2.46952,421165,421165,4181,0.00011549121987342731
2.47241,421750,421750,4191,0.00011518205631153369
2.47538,422348,422348,4201,0.00011485752068381497
2.47817,422910,422910,4211,0.0001145049427946545
2.4811,423503,423503,4221,0.00011418595195842283
2.48389,424067,424067,4231,0.0001138165917338018
2.48741,424655,424655,4241,0.0001134303704897581
2.49035,425251,425251,4251,0.00011302827443052631
2.49325,425837,425837,4261,0.00011275285936805136
2.49608,426408,426408,4271,0.00011248534889951416
2.49904,427007,427007,4281,0.00011220551906964554
2.50187,427579,427579,4291,0.00011198370270639087
2.50533,428154,428154,4301,0.00011174820967676732
2.5082,428736,428736,4311,0.00011149334128162346
2.511,429302,429302,4321,0.00011120572035458118
2.51391,429891,429891,4331,0.00011090237416137676
2.51673,430460,430460,4341,0.00011073046553581808
2.51956,431038,431038,4351,0.00011051882684044376
2.52299,431594,431594,4361,0.00011030000277104449
2.52584,432172,432172,4371,0.0001100720845028727
2.52871,432753,432753,4381,0.00010980529696113378
2.53157,433329,433329,4391,0.00010950997331472985
2.53431,433881,433881,4401,0.00010942187264762447
2.53719,434463,434463,4411,0.00010928733697977353
2.54062,435033,435033,4421,0.0001092671193211256
2.54346,435609,435609,4431,0.0001092394088539686
2.54639,436200,436200,4441,0.00010918812469561112
2.54919,436766,436766,4451,0.00010913147935158116
2.55192,437320,437320,4461,0.00010904561794083424
2.55478,437899,437899,4471,0.00010896173322333391
2.55811,438451,438451,4481,0.00010885462236104836
2.56097,439029,439029,4491,0.00010875243708210851
2.56373,439589,439589,4501,0.0001086286497166758
2.56647,440141,440141,4511,0.0001084787254998238
2.5693,440713,440713,4521,0.00010832727565268131
2.57209,441278,441278,4531,0.00010815697755184664
2.57546,441833,441833,4541,0.0001079769281829672
2.57821,442387,442387,4551,0.00010779147147438849
2.58098,442943,442943,4561,0.00010763790794797966
2.58375,443502,443502,4571,0.00010745646948613283
2.58658,444075,444075,4581,0.00010728622780114411
2.58944,444654,444654,4591,0.00010711411808041194
2.59286,445214,445214,4601,0.00010692765719386155
2.5957,445788,445788,4611,0.00010670236353541203
2.59845,446343,446343,4621,0.00010647112546349237
2.60123,446903,446903,4631,0.00010620962419255128
2.604,447466,447466,4641,0.00010595658011035639
2.6068,448031,448031,4651,0.0001057448785780346
2.61023,448590,448590,4661,0.00010556386048763376
2.61298,449144,449144,4671,0.0001054540186294587
2.61578,449701,449701,4681,0.00010540311636854545
2.6186,450267,450267,4691,0.00010533458338534037
2.62134,450817,450817,4701,0.00010526084879660183
2.62416,451384,451384,4711,0.00010516704560024903
2.62766,451948,451948,4721,0.00010507446653987632
2.63048,452512,452512,4731,0.00010496834249450193
2.63326,453073,453073,4741,0.00010485197847369919
2.63593,453610,453610,4751,0.00010470738683262051
2.6387,454170,454170,4761,0.0001046082468993785
2.64151,454737,454737,4771,0.00010452818908985272
2.64423,455283,455283,4781,0.00010445675775789566
2.64757,455827,455827,4791,0.00010440392474599276
2.65034,456384,456384,4801,0.00010431721278946621
2.65312,456946,456946,4811,0.00010421245620097393
2.65596,457520,457520,4821,0.0001040992375720886
2.65872,458080,458080,4831,0.00010397688034387981
2.66143,458628,458628,4841,0.00010385134627134696
2.66482,459183,459183,4851,0.00010371607230505106
2.66755,459736,459736,4861,0.00010366059270055725
2.67023,460277,460277,4871,0.00010359271813495732
2.6729,460815,460815,4881,0.00010352556582858899
2.67571,461381,461381,4891,0.00010345075274088844
2.6784,461924,461924,4901,0.00010336652878071076
2.68173,462468,462468,4911,0.00010328649263622973
2.68445,463017,463017,4921,0.00010320249324850643
2.68722,463577,463577,4931,0.0001031185027368358
2.69005,464141,464141,4941,0.00010301757571900064
2.6927,464675,464675,4951,0.0001028996341394528
2.69536,465210,465210,4961,0.00010277327348159546
2.69811,465759,465759,4971,0.00010261836220980432
2.70148,466310,466310,4981,0.00010248635286180807
2.70421,466861,466861,4991,0.00010234342501144224
2.70694,467413,467413,5001,0.00010219203156991777
2.70964,467958,467958,5011,0.00010202318049748818
2.71233,468500,468500,5021,0.00010185413624859072
2.71505,469047,469047,5031,0.00010169243709054823
2.71831,469590,469590,5041,0.00010151887765711722
2.721,470134,470134,5051,0.00010134985313997417
2.7237,470681,470681,5061,0.00010116890257033835
2.72636,471220,471220,5071,0.0001009784485143609
2.72901,471757,471757,5081,0.00010080296600607601
2.73171,472296,472296,5091,0.00010059825893367173
2.73505,472840,472840,5101,0.00010040068590612058
2.73776,473384,473384,5111,0.0001001918006955909
2.74051,473924,473924,5121,9.997431904103585e-5
2.74318,474455,474455,5131,9.973478269016851e-5
2.74601,475024,475024,5141,9.94795749217417e-5
2.7488,475574,475574,5151,9.921004375180835e-5
2.75157,476131,476131,5161,9.894663625039518e-5
2.755,476678,476678,5171,9.866781538444419e-5
2.75776,477225,477225,5181,9.838189739169896e-5
2.76052,477771,477771,5191,9.810007061256468e-5
